scope,district_number,seats,fractional_seats,floor_override,bonus_seats,target_population,actual_population,convex_hull_ratio,num_geom_parts,is_contiguous,members,district_id,scope_jurisdiction_id
Rajshani,4,4,3.371322,t,0,1038986,1038986,0.797432,1,t,Joypurhat,b41c5eb8-4b9d-4a00-8f9c-4b15b320bdcb,871d8476-d12c-485b-8f35-a94e685d63b3
Rangpur,1,8,7.987416,f,0,2482218,2482218,0.763391,13,t,Kurigram,447677d5-a965-49d0-bd7f-7f7b228b1ce8,80ae77bc-4894-4ec6-a804-c735802cba98
Rangpur,1,6,5.986512,f,0,1777570,1777570,0.705582,1,t,Badarganj; Gangachara; Kaunia; Rangpur Sadar; Taraganj,196aea4b-f9fa-49e6-acc7-2fda1268e335,da171f97-51ed-4de6-875c-9aa5d6e0c85f
Rangpur,2,5,5.013488,f,0,1488651,1488651,0.808219,1,t,Mitha Pukur; Pirgachha; Pirganj,82a3d3b7-0d72-4a4b-a9ea-f3bce0b5d3d8,da171f97-51ed-4de6-875c-9aa5d6e0c85f
Rangpur,2,5,5.326286,f,0,1655229,1655229,0.787187,1,t,Thakurgaon,6d92b424-0df9-42d8-8f1f-a5d3fc741371,80ae77bc-4894-4ec6-a804-c735802cba98
Rangpur,3,7,6.927233,f,0,2152749,2152749,0.826365,1,t,Nilphamari,57aefea1-c7dd-48c0-afc1-bd7ac44309ff,80ae77bc-4894-4ec6-a804-c735802cba98
Rangpur,4,8,8.418599,f,0,2616215,2616215,0.802244,1,t,Gaibandha,e76bf57a-9869-4fd6-a197-fbc11f705ed5,80ae77bc-4894-4ec6-a804-c735802cba98
Rangpur,5,5,4.941546,f,0,1535665,1535665,0.587520,18,t,Lalmonirhat,c0e0b793-61e4-48b7-ba75-ccf48571e86e,80ae77bc-4894-4ec6-a804-c735802cba98
Rangpur,6,5,4.398920,f,0,1367035,1367035,0.640735,1,t,Panchagarh,c462f454-ff96-4034-937a-5419cfad8be4,80ae77bc-4894-4ec6-a804-c735802cba98
Savar,1,6,6.098054,f,0,1888333,1888333,0.774306,1,t,Amin Bazar; Banagram; Bhakurta; Biralia; Kaundia; Pathalia (part); Savar; Savar Paurashava; Tetuljhora,fb9bf759-5111-43dc-99ae-61faa52c787d,9783c483-9895-4ea6-9b28-3d839147e23e
Savar,2,6,5.901946,f,0,1827606,1827606,0.688521,1,t,Ashulia; Dhamsana; Shimulia; Yearpur,95778188-cd8b-408f-857c-5d2d6ab2a901,9783c483-9895-4ea6-9b28-3d839147e23e
Sirajganj,1,6,5.886800,f,0,1835020,1835020,0.676334,1,t,Kamarkhanda; Kazipur; Royganj; Sirajganj Sadar; Tarash,5b4bacc3-ee6c-4d07-afa8-2cbcb396c23a,9ed49086-51e7-4a67-9a9a-8ab682febd07
Sirajganj,2,5,5.113200,f,0,1593875,1593875,0.835080,1,t,Belkuchi; Chauhali; Shahjadpur; Ullah Para,d52e6ec7-31b5-4750-9214-343a77e42819,9ed49086-51e7-4a67-9a9a-8ab682febd07
Sylhet,1,7,7.230819,f,0,2225032,2225032,0.766217,6,t,Maulvibazar,77c6f676-9882-49ee-a0f9-825b6a1d9a92,dfe77b3f-5126-4031-a04f-8bb14684b849
Sylhet,1,7,6.808700,f,0,2124722,2124722,0.729877,1,t,Beani Bazar; Companiganj; Golabganj; Gowainghat; Jaintiapur; Kanaighat; Zakiganj,696ed8b1-bdca-4845-9016-4c3b8a6d4a79,67d09ef1-86c6-4c0f-98e7-ea64c1185cef
Sylhet,2,6,6.191300,f,0,1932056,1932056,0.782182,1,t,Balaganj; Bishwanath; Dakshin Surma; Fenchuganj; Sylhet Sadar,7e35ca92-c6ff-450b-9b44-9a16396f3d59,67d09ef1-86c6-4c0f-98e7-ea64c1185cef
Sylhet,2,8,7.858679,f,0,2418234,2418234,0.774990,2,t,Habiganj,c8aa740d-9f01-4683-be82-8d10d9a3f569,dfe77b3f-5126-4031-a04f-8bb14684b849
Sylhet,3,9,8.910502,f,0,2741896,2741896,0.825977,1,t,Sunamganj,fb476932-9ead-4cad-bbb2-0f9d8ca8c5b8,dfe77b3f-5126-4031-a04f-8bb14684b849
Tangail,1,7,7.195062,f,0,2144312,2144312,0.687963,1,t,Delduar; Mirzapur; Nagarpur; Sakhipur; Tangail Sadar,2f8881e1-dc74-4123-9293-8b6e7195e6d5,c4757d66-a8e4-4dad-9815-d2bb91b0b4a9
Tangail,2,7,6.804938,f,0,2028045,2028045,0.726773,1,t,Basail; Bhuapur; Dhanbari; Ghatail; Gopalpur; Kalihati; Madhupur,89caa05c-b4e5-453c-bee6-d011cb8a3f2d,c4757d66-a8e4-4dad-9815-d2bb91b0b4a9
