scope,district_number,seats,fractional_seats,floor_override,bonus_seats,target_population,actual_population,convex_hull_ratio,num_geom_parts,is_contiguous,members,district_id,scope_jurisdiction_id
Earth,5,9,9.174497,f,0,36674099,36674099,0.498222,28,t,Eswatini; Lesotho; Mozambique,e9e586b0-1eeb-427c-8889-3db19f7961f2,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,6,9,9.391695,f,0,37542327,37542327,0.659665,22,t,Gibraltar; Morocco,f9ad7e91-8f8d-454f-ba41-1018fe9207a0,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,7,7,7.007245,f,0,28010735,28010735,0.822128,144,t,Guinea; Liberia; Sierra Leone,6e594a28-1bb5-4c66-8d6a-bcfc7b02725f,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,8,9,9.053893,f,0,36191998,36191998,0.765123,2,t,Angola,4142c6e1-bcbb-44bb-839b-73f5b18fb107,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,9,5,5.201479,f,0,20792372,20792372,0.558695,3,t,Malawi,bf76cd4f-af6f-42d8-a21d-a563b560fb2b,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,10,6,6.417600,f,0,25653689,25653689,0.837986,1,t,Niger,49f80120-34c5-4361-bd5b-31da9910e3be,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,11,6,5.858077,f,0,23417055,23417055,0.690518,1,t,Mali,2c6d5851-2da8-4c8b-aa27-cea585bf4550,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,12,9,8.882559,f,0,35507110,35507110,0.178237,142,t,Ireland; Libya; Malta; Portugal; Tunisia,dbec2e7c-abfb-426b-a245-317650a5148f,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,13,6,5.781594,f,0,23111324,23111324,0.797249,1,t,Benin; Togo,a366f81a-8e44-42ad-a5ab-6969a68cba3f,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,14,6,5.576914,f,0,22293137,22293137,0.531337,1,t,Central African Republic; Congo; South Sudan,52574e0f-84f8-438d-bf25-cf930fde9140,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,15,5,5.102620,f,0,20397195,20397195,0.783078,1,t,Zambia,81ad0949-00a9-4c88-8b8c-f91b29201546,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,16,5,4.695080,f,0,18768096,18768096,0.850811,1,t,Chad,270b165f-9bf4-47ab-a42e-0f337b25864a,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,17,5,5.404191,f,0,21602692,21602692,0.353106,49,t,Antarctica; Botswana; Namibia; Saint Helena; Zimbabwe,3944917e-e1df-4604-a229-1025732c5866,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,18,7,7.032403,f,0,28111302,28111302,0.534015,50,t,Cabo Verde; Gambia; Guinea-Bissau; Mauritania; Senegal,e289fe2a-8a0c-4e71-9ee4-281cb835c54e,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,19,8,7.551358,f,0,30185771,30185771,0.828456,2,t,Côte d'Ivoire,7005d038-c9c5-4b44-b1b5-2a787c1ca89e,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,20,6,5.706650,f,0,22811743,22811743,0.777187,1,t,Burkina Faso,4f1f7200-eb49-4a36-97e2-e84cf58bb9d5,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,21,8,8.346510,f,0,33364307,33364307,0.857899,1,t,Ghana,cbbf037e-794a-449e-aa75-430618ebdde5,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,22,9,8.816725,f,0,35243942,35243942,0.585377,5,t,Uzbekistan,6d3f5a27-7d4a-4081-b741-67c6dfa7171d,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,23,7,6.896625,f,0,27568545,27568545,0.707171,13,t,Kazakhstan; Turkmenistan,5219f93b-360a-490f-aaae-a544673979e2,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,24,9,9.184503,f,0,36714099,36714099,0.078665,121,t,Brunei Darussalam; Malaysia; Palau; Timor-Leste,5a03a066-948a-4a75-9ce9-31ec431ab8df,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,25,7,6.962702,f,0,27832681,27832681,0.147048,48,f,Ecuador; Paraguay; Uruguay,44f7ebd8-861f-4cd8-8f69-28edeba5ac30,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,26,8,7.884525,f,0,31517572,31517572,0.118401,655,t,Bolivia (Plurinational State of); Chile; Falkland Islands (Malvinas),c3c4f5a8-87e2-4786-b20b-3c8cec587a84,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,27,8,8.278802,f,0,33093653,33093653,0.720424,4,t,Peru,b26a40f1-3953-4706-8d74-ce394b892357,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,28,6,6.250932,f,0,24987453,24987453,0.741224,8,t,Israel; Jordan; State of Palestine,5091aa94-e089-4aa7-9fc0-bc2d6372f3ef,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,29,9,9.416802,f,0,37642691,37642691,0.822388,115,t,Kuwait; Saudi Arabia,0cc87abb-5b38-4d21-8ae7-b2c55062b8b6,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,30,5,4.819014,f,0,19263508,19263508,0.536353,96,f,Bahrain; Oman; Qatar; United Arab Emirates,14f35dcf-c565-4453-851c-d52fa3639514,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,31,7,7.195575,f,0,28763563,28763563,0.855208,1,t,Lebanon; Syrian Arab Republic,64fa82e2-57c9-4b9b-8c26-d2fa9dfe7e34,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,32,9,8.549256,f,0,34174765,34174765,0.183762,189,t,Comoros; Madagascar; Mauritius; Mayotte; Réunion; Seychelles,20b5a59f-f7d4-4685-b230-35a62b1f54a3,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,33,7,7.425627,f,0,29683175,29683175,0.767132,1,t,Nepal,fa359b81-adc0-4e60-b9cc-860365b76329,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,34,9,8.901751,f,0,35583826,35583826,0.474787,560,t,Barbados; Bonaire Sint Eustatius and Saba; Curaçao; Dominica; French Guiana; Grenada; Guyana; Martinique; Puerto Rico; Saint Lucia; Saint Vincent and the Grenadines; Suriname; Trinidad and Tobago; Venezuela (Bolivarian Republic of),280b8fb2-f207-4ad5-85c2-09bdcfb1102f,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,35,7,6.581484,f,0,26308799,26308799,0.462913,466,t,Australia,a0f903d0-8e9b-46d9-9cca-eaa9dc541e6e,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,36,7,6.565077,f,0,26243216,26243216,0.674560,52,t,Dem. People's Republic of Korea,194cff5c-c438-4a0a-8f08-683e2b553765,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,37,6,5.850253,f,0,23385780,23385780,0.104454,1313,t,Maldives; Sri Lanka,8b99cf14-2f6b-473c-acad-0a503958bb91,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,38,6,5.736608,f,0,22931495,22931495,0.038809,58,t,Guam; Northern Mariana Islands; Taiwan,db172814-cb20-44bc-87e2-57c1b3720f99,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,39,9,9.167480,f,0,36646049,36646049,0.325231,2286,t,Belgium; Denmark; Faroe Islands; Greenland; Guernsey; Iceland; Isle of Man; Luxembourg; Netherlands,beb37385-02fe-4b34-af51-34694ecb907f,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,40,7,7.445344,f,0,29761992,29761992,0.252730,49,f,Belize; Costa Rica; El Salvador; Guatemala,255126ab-745e-4fe1-9fdd-6a44bae8a191,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,41,5,5.427249,f,0,21694864,21694864,0.287187,111,f,Cayman Islands; Honduras; Nicaragua; Panama,f7cf485a-7c4a-4d30-a3ac-b35c27975157,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,42,8,7.891781,f,0,31546575,31546575,0.176718,30,t,Bhutan; Cambodia; Lao People's Democratic Republic; Singapore,855602c0-b950-4e87-a03c-a6dd3c38d3e2,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,43,7,6.798443,f,0,27176071,27176071,0.833888,83,t,Burundi; Rwanda,78446c57-fc34-4ab5-a0cf-6f39b9242dcf,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,44,9,9.467019,f,0,37843427,37843427,0.067558,791,t,Anguilla; Antigua and Barbuda; Aruba; Bahamas; Bermuda; British Virgin Islands; Cuba; Dominican Republic; Guadeloupe; Haiti; Jamaica; Montserrat; Saint Barthélemy; Saint Kitts and Nevis; Turks and Caicos Islands; United States Virgin Islands,3b32aa7c-cb77-4f9a-951b-45157d34e5f4,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,45,9,9.007515,f,0,36006605,36006605,0.634662,1230,f,Belarus; Estonia; Finland; Latvia; Lithuania; Norway; Sweden,532f9ea7-ce7c-42c0-b4c8-73fa507ac6b3,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,46,6,5.600045,f,0,22385600,22385600,0.390030,108,t,Djibouti; Eritrea; Somalia,8fa2962b-d006-4927-a31c-060b77f7dda4,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,47,5,4.587694,f,0,18338830,18338830,0.252450,251,t,Armenia; Azerbaijan; Cyprus; Georgia,f7fd2168-a49f-458f-9a1d-b37c3571f53e,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,48,5,5.193798,f,0,20761669,20761669,0.505624,4,t,Kyrgyzstan; Mongolia; Tajikistan,50a46c83-9b17-4d58-94fa-4b5b6f04a7f9,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,49,5,4.593195,f,0,18360819,18360819,0.003793,3037,t,American Samoa; Cook Islands; Fiji; French Polynesia; Kiribati; Marshall Islands; Micronesia (Fed. States of); Nauru; New Caledonia; New Zealand; Niue; Papua New Guinea; Pitcairn Islands; Samoa; Solomon Islands; Tokelau; Tonga; Tuvalu; Vanuatu; Wallis and Futuna Islands,1df25024-e3d3-46dd-ad54-00fdef11630e,4dc3821a-f4c4-484c-90f9-64970c6818b0
East Java,1,6,6.027373,f,0,23114778,23114778,0.202123,140,f,Bangkalan; Bojonegoro; Gresik; Jombang; Kota Batu; Kota Madiun; Kota Mojokerto; Kota Pasuruan; Kota Surabaya; Lamongan; Madiun; Magetan; Mojokerto; Nganjuk; Ngawi; Pamekasan; Pasuruan; Sampang; Sidoarjo; Sumenep; Tuban,c38ba463-152b-4602-8694-4011210bb9a7,58fb1da5-8e0d-448f-abe5-f6983d7aa3c8
East Java,2,5,4.972627,f,0,19069865,19069865,0.681349,365,t,Banyuwangi; Blitar; Bondowoso; Jember; Kediri; Kota Blitar; Kota Kediri; Kota Malang; Kota Probolinggo; Lumajang; Malang; Pacitan; Ponorogo; Probolinggo; Situbondo; Trenggalek; Tulungagung,0dabe93b-f807-45cb-af09-ac1a3455d068,58fb1da5-8e0d-448f-abe5-f6983d7aa3c8
Egypt,1,7,7.053397,f,0,28589073,28589073,0.849175,11,t,Al Sharqia Governorate; Dakahlia Governorate; Damietta Governorate; Ismailia Governorate; Port Said Governorate; Qalyubia Governorate,27c39678-d8d2-4861-80c7-c5032f970c61,ea4a3117-f793-40ac-90f1-a46e44228583
Egypt,2,7,7.046920,f,0,28562821,28562821,0.901097,1,t,Alexandria Governorate; Beheira Governorate; Gharbiyya Governorate; Kafr el-Sheikh Governorate; Monufia Governorate,4f6874d8-ffb4-4a10-92d5-f96bda9d7f6f,ea4a3117-f793-40ac-90f1-a46e44228583
Egypt,3,7,6.833623,f,0,27698275,27698275,0.794111,23,t,Aswan Governorate; Asyut Governorate; Luxor Governate; Minya Governate; New Valley Governorate; North Sinai Governorate; Qena Governorate; Red Sea Governorate; Sohag Governorate; South Sinai Governorate; Suez Governorate,097fbd9e-7995-4b2e-ba64-45a01a58a5cc,ea4a3117-f793-40ac-90f1-a46e44228583
